Recording_ID,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
700672,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Andrew Carter,United Kingdom,"The Village, Lunga, Treshnish Isles",56.4947,-6.4205,20,nocturnal flight call,,adult,field recording,//xeno-canto.org/700672,https://xeno-canto.org/700672/download,XC700672-Manx Lunga 2021.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DSVWMRZFJD/ffts/XC700672-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DSVWMRZFJD/ffts/XC700672-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DSVWMRZFJD/ffts/XC700672-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DSVWMRZFJD/ffts/XC700672-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DSVWMRZFJD/wave/XC700672-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DSVWMRZFJD/wave/XC700672-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DSVWMRZFJD/wave/XC700672-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,07:16,00:12,01/07/2021,06/02/2022,[],Night time change over on a very misty night reuslting in much activity,yes,yes,no,,,no,,,44100
662509,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, wing beats","female, male",adult,field recording,//xeno-canto.org/662509,https://xeno-canto.org/662509/download,XC662509-Manx Shearwaters Hallival 11 July 2021 0110.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662509-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662509-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662509-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662509-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662509-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662509-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662509-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,06:11,01:10,11/07/2021,11/07/2021,['Gallinago gallinago'],Calls of birds in the mountain top colony of Hallival on the Isle of Rum,no,no,no,,,no,,,44100
662507,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, wing beats","female, male",adult,field recording,//xeno-canto.org/662507,https://xeno-canto.org/662507/download,XC662507-Manx Shearwaters Hallival 11 July 2021 0100.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662507-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662507-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662507-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662507-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662507-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662507-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662507-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,10:00,01:00,11/07/2021,11/07/2021,['Gallinago gallinago'],Calls of birds in the mountain top colony of Hallival on the Isle of Rum,no,no,no,,,no,,,48000
662496,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, wing beats","female, male",adult,field recording,//xeno-canto.org/662496,https://xeno-canto.org/662496/download,XC662496-Manx Shearwaters Hallival 11 July 2021 0050.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662496-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662496-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662496-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662496-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662496-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662496-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662496-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,10:00,00:50,11/07/2021,11/07/2021,['Gallinago gallinago'],Calls of birds in the mountain top colony of Hallival on the Isle of Rum,no,no,no,,,no,,,48000
662495,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, wing beats","female, male",adult,field recording,//xeno-canto.org/662495,https://xeno-canto.org/662495/download,XC662495-Manx Shearwaters Hallival 11 July 2021 0040.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662495-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662495-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662495-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662495-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662495-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662495-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662495-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,10:00,00:40,11/07/2021,11/07/2021,['Gallinago gallinago'],Calls of birds in the mountain top colony of Hallival on the Isle of Rum,no,no,no,,,no,,,48000
662491,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, wing beats","female, male",adult,field recording,//xeno-canto.org/662491,https://xeno-canto.org/662491/download,XC662491-Manx Shearwaters Hallival 11 July 2021 0030.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662491-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662491-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662491-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662491-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662491-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662491-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662491-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,10:00,00:30,11/07/2021,11/07/2021,['Gallinago gallinago'],Calls of birds in the mountain top colony of Hallival on the Isle of Rum,no,no,no,,,no,,,48000
662488,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, wing beats","female, male",adult,field recording,//xeno-canto.org/662488,https://xeno-canto.org/662488/download,XC662488-Manx Shearwaters Hallival 11 July 2021 0020.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662488-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662488-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662488-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC662488-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662488-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662488-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC662488-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,10:00,00:20,11/07/2021,11/07/2021,['Gallinago gallinago'],Calls of birds in the mountain top colony of Hallival on the Isle of Rum,no,no,no,,,no,,,48000
629009,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, flight call, nocturnal flight call",uncertain,adult,field recording,//xeno-canto.org/629009,https://xeno-canto.org/629009/download,XC629009-Manx Shearater Hallival 24 July 2020 0035.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629009-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629009-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629009-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629009-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629009-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629009-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629009-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,03:54,00:35,24/07/2020,14/03/2021,[],Flight calls of birds entering and leaving the colony at night.  Almost certainly a bird audible calling from within a nearby burrow.  Some faint background human conversation,no,no,no,,,no,,,44100
629008,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, flight call, nocturnal flight call",uncertain,adult,field recording,//xeno-canto.org/629008,https://xeno-canto.org/629008/download,XC629008-Manx Shearater Hallival 24 July 2020 0030.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629008-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629008-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629008-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629008-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629008-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629008-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629008-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,05:02,00:30,24/07/2020,14/03/2021,[],Flight calls of birds entering and leaving the colony at night.  Some faint human cnversation in the background,no,no,no,,,no,,,44100
629007,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, flight call, nocturnal flight call",uncertain,adult,field recording,//xeno-canto.org/629007,https://xeno-canto.org/629007/download,XC629007-Manx Shearater Hallival 24 July 2020 0025.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629007-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629007-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629007-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629007-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629007-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629007-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629007-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,05:02,00:25,24/07/2020,14/03/2021,[],"Flight calls of birds entering and leaving the colony, wing noise audible from birds passing close to the recorder.  Some faint human conversation in the background",no,no,no,,,no,,,44100
629006,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, flight call, nocturnal flight call",uncertain,adult,field recording,//xeno-canto.org/629006,https://xeno-canto.org/629006/download,XC629006-Manx Shearater Hallival 24 July 2020 0020.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629006-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629006-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629006-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629006-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629006-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629006-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629006-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,05:03,00:20,24/07/2020,14/03/2021,[],Flight calls of birds entering and leaving the colony at night.  Probably some calls from within nearby burros and wing noises of bird passing close to the recorder,no,no,no,,,no,,,44100
629005,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, flight call, nocturnal flight call",uncertain,adult,field recording,//xeno-canto.org/629005,https://xeno-canto.org/629005/download,XC629005-Manx Shearater Hallival 24 July 2020 0015.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629005-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629005-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629005-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629005-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629005-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629005-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629005-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,05:01,00:15,24/07/2020,14/03/2021,[],Flight calls of birds returning to the colony at night.  Probably some calls from within nearby burrows.  Some faint human conversation in the background,no,no,no,,,no,,,44100
629004,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9847,-6.2884,650,"call, flight call, nocturnal flight call",uncertain,adult,field recording,//xeno-canto.org/629004,https://xeno-canto.org/629004/download,XC629004-Manx Shearater Hallival 24 July 2020 0010.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629004-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629004-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629004-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629004-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629004-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629004-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629004-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,05:01,00:10,24/07/2020,14/03/2021,[],Flight calls of birds entering the colony at night.  Wing flapping can be heard from birds passing close to the recorder,no,no,no,,,no,,,44100
629003,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Isle of Rum, Scotland",56.9846,-6.2885,650,"flight call, nocturnal flight call",uncertain,adult,field recording,//xeno-canto.org/629003,https://xeno-canto.org/629003/download,XC629003-Manx Shearater Hallival 24 July 2020 0005.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629003-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629003-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629003-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC629003-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629003-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629003-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC629003-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,05:01,00:05,24/07/2020,14/03/2021,[],Calls of birds entering the colony.  Probably calls from within nearby burrows especially 3 minutes 25 seconds in.  Wing noise of a bird close to the recorder at 4 minutes 32 seconds,no,no,no,,,no,,,44100
559543,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Scott Reid,United Kingdom,"Ram's Valley, St Mary's, Isles of Scilly, England",49.9144,-6.3127,10,"flight call, song",uncertain,,field recording,//xeno-canto.org/559543,https://xeno-canto.org/559543/download,XC559543-ManxShearwater.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HVGKUHIHKB/ffts/XC559543-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HVGKUHIHKB/ffts/XC559543-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HVGKUHIHKB/ffts/XC559543-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HVGKUHIHKB/ffts/XC559543-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HVGKUHIHKB/wave/XC559543-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HVGKUHIHKB/wave/XC559543-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HVGKUHIHKB/wave/XC559543-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,00:10,01:30,16/05/2020,19/05/2020,[],"Recorded above Hugh Town during nocturnal recording. There is a large breeding population on the archipelago, with the nearest nest site c.600m away on Peninnis Head.  ",no,no,no,,,no,,,48000
430761,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Jonathan Farooqi,United Kingdom,"Bardsey Island, Gwynedd, Wales",52.7552,-4.7936,10,flight call,,,field recording,//xeno-canto.org/430761,https://xeno-canto.org/430761/download,XC430761-MVI_7317.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QCCYVGYHMK/ffts/XC430761-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QCCYVGYHMK/ffts/XC430761-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QCCYVGYHMK/ffts/XC430761-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QCCYVGYHMK/ffts/XC430761-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/QCCYVGYHMK/wave/XC430761-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QCCYVGYHMK/wave/XC430761-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QCCYVGYHMK/wave/XC430761-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,01:41,00:30,06/08/2018,14/08/2018,[],Numerous birds calling above the breeding colony.,yes,yes,no,,,no,,,44100
321258,Puffinus,puffinus,puffinus,birds,Manx Shearwater,eloisa matheu,United Kingdom,"Skokholm Island, Pembrokeshire, Wales",51.6992,-5.2738,30,"flight call, song","female, male",,field recording,//xeno-canto.org/321258,https://xeno-canto.org/321258/download,XC321258-Puffinus puffinus_20160517_022900_SM4ed.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/JKAHUTXILE/ffts/XC321258-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JKAHUTXILE/ffts/XC321258-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JKAHUTXILE/ffts/XC321258-large.png', 'full': '//xeno-canto.org/sounds/uploaded/JKAHUTXILE/ffts/XC321258-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/JKAHUTXILE/wave/XC321258-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JKAHUTXILE/wave/XC321258-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JKAHUTXILE/wave/XC321258-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,01:00,03:30,17/05/2016,12/06/2016,['Haematopus ostralegus'],recorded with a continuosly recorder SM4 Wildlife acoustics,yes,yes,no,,,no,,,44100
189554,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Anthony McGeehan ,United Kingdom,"Ards, Northern Ireland",54.677,-5.5269,10,call,,,field recording,//xeno-canto.org/189554,https://xeno-canto.org/189554/download,"XC189554-Manx Shearwaters, airborne calls, Big Copeland 2014-08-01,0120.mp3","{'small': '//xeno-canto.org/sounds/uploaded/TYEQKORVXJ/ffts/XC189554-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TYEQKORVXJ/ffts/XC189554-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TYEQKORVXJ/ffts/XC189554-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TYEQKORVXJ/ffts/XC189554-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TYEQKORVXJ/wave/XC189554-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TYEQKORVXJ/wave/XC189554-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TYEQKORVXJ/wave/XC189554-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,01:52,01:30,01/08/2014,03/08/2014,[],"Manx Shearwaters calling in darkness above breeding burrows among waist-high vegetation consisting of bracken and Himalayan Balsam. Male and female calls, although proven by research to be subtly different [James, Paul C, 1985, The vocal behaviour of the Manx Shearwater, Zeitschrift fur Tierpsychologie 67: 269-283] are challenging when an inexperienced recordist is tested in total darkness among many whirling, calling birds! Males are higher-pitched than females. Immature birds are responsible for the majority of the calling (Neville McKee. pers obs). Male calling predominates at ground level and female calling predominates in flight (James, op cit). The caterwauling concert is a result of non-breeders visiting a colony and attempting to locate a vacant burrow (in the case of males) or find a mate who happens to have a burrow (in the case of females). For this reason, most calls from ground level are given by males; most airborne callers are females. The communication is designed to bring prospective partners into contact. I found that the sheer variation in sounds made it difficult to always make an equivocal distinction between males and females. However, many did seem to be distinguishable. Although how do I know for sure? Male voices were 'more melodic', the notes were more clearly enunciated (and fairly leisurely) and the nicest of them had a 'laughing gas' quality. Female voices were hoarse and asthmatic and the notes often seemed to accelerate and increase in volume. In this recording I have attempted to annotate some of the calls and speculate that the following timestamps might refer to each sex: female 0:06 (for next four seconds); male 0:28 (for next seven seconds); female 0:57 (until end of first minute); female 1:03 (for next two seconds); male 1:20 (for next four seconds); female 1:40 (for next four seconds); male 1:48 (until, four seconds later, clip ends). Further calls can be heard at XC189575 and XC18981.",yes,yes,no,,,no,,,44100
744622,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Irish Wildlife Sounds,Ireland,"Barleycove, County Cork",51.4763,-9.7708,0,nocturnal flight call,,,field recording,//xeno-canto.org/744622,https://xeno-canto.org/744622/download,XC744622-Manx Shearwater_NFC_Lissagriffin_260722_C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC744622-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC744622-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC744622-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC744622-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC744622-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC744622-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC744622-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:13,02:00,26/07/2022,22/08/2022,[],,no,no,no,,,no,,,44100
744621,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Irish Wildlife Sounds,Ireland,"Barleycove, County Cork",51.4763,-9.7708,0,nocturnal flight call,,,field recording,//xeno-canto.org/744621,https://xeno-canto.org/744621/download,XC744621-Manx Shearwater_NFC_Lissagriffin_200722_C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC744621-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC744621-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC744621-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC744621-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC744621-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC744621-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC744621-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:16,02:00,20/07/2022,22/08/2022,[],,no,no,no,,,no,,,44100
723296,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Ad Hilders,Portugal,"São Nicolau (near  Lisboa), Lisbon, Lisboa",38.712,-9.1382,10,"call, flight call",,,field recording,//xeno-canto.org/723296,https://xeno-canto.org/723296/download,XC723296-220424_002_242109_NoordsePijlstormvogel.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/ffts/XC723296-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/ffts/XC723296-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/ffts/XC723296-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/ffts/XC723296-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/wave/XC723296-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/wave/XC723296-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/wave/XC723296-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,00:10,21:09,24/04/2022,10/05/2022,[],,no,no,no,,,no,,,44100
689661,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Stanislas Wroza,France,"Armorique Natural Regional Park (near  Ouessant), Finistère, Bretagne",48.4609,-5.0449,30,"nocturnal flight call, song",,,field recording,//xeno-canto.org/689661,https://xeno-canto.org/689661/download,XC689661-Puffin des Anglais chant.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC689661-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC689661-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC689661-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC689661-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC689661-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC689661-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC689661-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,00:12,01:00,11/11/2021,29/11/2021,[],,yes,yes,no,,,no,,,48000
